ID,Age,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Money_spent,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Total_accepted,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
217,69,1956,Master,Single,64857,0,0,23-11-2012,78,"1,540.00",556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,3,11,0
221,70,1955,Graduation,Married,48726,0,1,27-04-2013,90,242.00,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,3,11,0
231,69,1956,Master,Together,28839,1,1,11-03-2014,86,32.00,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,3,11,0
232,60,1965,Graduation,Single,61559,0,1,17-07-2013,8,530.00,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,3,11,0
234,46,1979,Graduation,Divorced,15287,1,0,10-10-2012,60,31.00,1,2,8,4,3,13,2,1,1,2,7,1,1,0,0,0,0,0,3,11,1
236,74,1951,Graduation,Married,34838,1,1,19-01-2013,62,170.00,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,3,11,0
238,58,1967,2n Cycle,Together,67309,1,1,23-01-2013,76,"1,082.00",515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,3,11,0
241,73,1952,Graduation,Together,83844,0,0,12-05-2013,57,"1,574.00",901,31,345,75,31,191,1,4,4,11,1,1,0,0,1,0,0,0,3,11,0
246,60,1965,Graduation,Married,66480,1,1,31-05-2014,71,312.00,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,3,11,0
247,54,1971,Graduation,Married,36715,1,0,17-11-2012,16,357.00,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,0,3,11,1
252,62,1963,PhD,Divorced,41003,0,0,17-03-2013,11,601.00,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,3,11,0
254,70,1955,Graduation,Together,53863,0,1,17-05-2014,4,473.00,399,4,30,6,4,30,3,7,1,7,7,1,0,1,0,0,0,0,3,11,0
255,74,1951,Graduation,Divorced,22263,1,1,30-03-2014,31,21.00,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,0,1,3,11,0
257,66,1959,PhD,Married,75032,0,1,28-04-2013,74,"1,215.00",952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,3,11,0
263,80,1945,PhD,Single,45576,0,0,28-05-2014,9,145.00,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,0,3,11,1
269,62,1963,PhD,Single,46757,0,1,16-11-2012,71,"1,143.00",777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,3,11,0
271,56,1969,Graduation,Widow,40590,1,1,02-10-2013,30,258.00,154,0,50,6,11,37,5,3,4,3,6,1,1,0,0,0,0,0,3,11,0
273,55,1970,Master,Married,36138,1,1,16-07-2013,48,151.00,130,0,16,0,0,5,5,3,1,4,7,1,0,1,0,0,0,0,3,11,0
274,52,1973,Graduation,Single,34853,1,1,23-12-2013,75,34.00,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,3,11,0
286,73,1952,Graduation,Single,44213,1,1,29-11-2013,48,152.00,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,3,11,0
291,55,1970,Graduation,Married,72940,0,0,19-06-2013,13,981.00,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,3,11,0
295,36,1989,Graduation,Single,81217,0,0,19-07-2013,77,"1,157.00",493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,3,11,0
304,44,1981,Master,Single,22944,1,0,23-12-2013,67,76.00,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,3,11,0
309,64,1961,PhD,Together,63342,0,1,16-10-2012,48,"1,101.00",918,21,118,13,10,21,3,8,3,5,6,1,0,1,0,0,0,0,3,11,0
310,55,1970,Master,Married,61872,0,1,13-12-2013,81,573.00,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,3,11,0
313,57,1968,Graduation,Widow,73455,0,0,28-10-2013,98,"2,088.00",901,61,757,186,163,20,1,6,5,10,3,1,0,1,0,0,0,0,3,11,0
322,47,1978,Graduation,Together,42554,1,1,12-01-2013,93,41.00,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0,3,11,0
326,52,1973,Graduation,Married,51148,1,1,18-02-2013,38,315.00,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,3,11,0
332,68,1957,Graduation,Married,47743,0,1,22-03-2013,56,275.00,198,2,43,0,12,20,3,4,1,6,6,1,0,1,0,0,0,0,3,11,0
339,53,1972,PhD,Married,57091,0,1,23-11-2012,82,496.00,462,0,24,6,0,4,2,9,2,5,7,1,0,1,0,0,0,0,3,11,1
340,55,1970,Graduation,Divorced,72967,0,1,15-12-2012,1,497.00,158,35,179,0,0,125,2,7,2,8,5,1,1,0,0,0,0,0,3,11,1
347,49,1976,Graduation,Divorced,40780,0,1,08-09-2012,30,377.00,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,3,11,0
359,75,1950,Graduation,Together,48070,0,1,13-01-2013,33,504.00,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,0,1,3,11,0
361,56,1969,Master,Married,43142,1,1,18-02-2014,84,20.00,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,3,11,0
367,47,1978,2n Cycle,Married,36550,1,0,19-02-2013,74,577.00,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,3,11,0
368,51,1974,Graduation,Married,40049,0,1,29-11-2012,61,290.00,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,3,11,0
375,71,1954,Graduation,Divorced,76773,0,0,25-02-2013,79,"1,156.00",516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,3,11,0
378,54,1971,Graduation,Married,52531,0,0,30-12-2012,68,794.00,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,3,11,0
380,71,1954,Graduation,Divorced,64497,0,1,10-09-2012,17,"1,804.00",1170,48,320,42,32,192,5,11,4,9,8,1,1,0,0,0,0,0,3,11,1
387,49,1976,Basic,Married,7500,0,0,13-11-2012,59,61.00,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,0,3,11,0
405,61,1964,Graduation,Divorced,41638,0,1,13-02-2013,68,441.00,315,0,31,4,0,91,4,5,5,3,8,1,1,0,0,0,0,0,3,11,0
425,40,1985,Graduation,Married,55357,2,0,19-02-2013,66,727.00,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,3,11,0
433,67,1958,Master,Alone,61331,1,1,10-03-2013,42,632.00,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,3,11,0
437,49,1976,Master,Divorced,75012,0,0,25-01-2014,41,"1,027.00",294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,3,11,0
448,47,1978,PhD,Single,54880,1,0,01-03-2013,57,795.00,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,3,11,0
450,67,1958,Master,Together,42315,0,1,12-07-2013,90,270.00,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,3,11,0
451,36,1989,Graduation,Single,9255,1,0,20-12-2013,91,22.00,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,0,3,11,0
453,69,1956,PhD,Widow,35340,1,1,29-06-2014,1,45.00,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,0,3,11,0
454,45,1980,Graduation,Together,69508,1,0,14-11-2012,48,"1,135.00",824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,3,11,0
455,79,1946,PhD,Married,51012,0,0,18-04-2013,86,209.00,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,3,11,0
456,39,1986,2n Cycle,Married,7500,1,0,07-02-2013,96,36.00,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,3,11,0
460,53,1972,PhD,Married,79930,0,0,08-08-2012,72,"1,753.00",792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,3,11,0
466,81,1944,Graduation,Married,65275,0,0,03-04-2013,9,746.00,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,3,11,0
477,39,1986,Graduation,Married,83512,0,0,17-06-2014,31,"2,157.00",1060,61,835,80,20,101,1,4,7,10,1,4,1,0,1,1,1,0,3,11,1
486,37,1988,Graduation,Married,84219,0,0,02-02-2014,27,"1,198.00",434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,3,11,0
492,52,1973,PhD,YOLO,48432,0,1,18-10-2012,3,424.00,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,0,3,11,0
498,55,1970,Graduation,Single,30015,1,0,02-02-2014,28,57.00,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,3,11,0
500,48,1977,Graduation,Together,96876,0,0,06-08-2013,79,"1,941.00",908,43,735,40,194,21,1,7,7,9,2,3,0,1,1,1,0,0,3,11,1
503,40,1985,Master,Married,20559,1,0,12-03-2013,88,53.00,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,3,11,0
520,51,1974,Graduation,Married,34421,1,0,01-07-2013,81,30.00,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,3,11,0
521,40,1985,Graduation,Together,54006,1,0,18-09-2012,42,581.00,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,3,11,0
523,36,1989,Graduation,Married,37155,1,0,31-01-2013,51,74.00,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,3,11,0
524,59,1966,Basic,Together,22634,0,0,16-01-2013,47,96.00,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,3,11,0
528,47,1978,Graduation,Married,65819,0,0,29-11-2012,99,"1,383.00",267,38,701,149,165,63,1,5,4,10,3,0,0,0,0,0,0,0,3,11,0
531,71,1954,PhD,Divorced,57333,0,1,22-09-2012,55,"1,662.00",941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,0,3,11,1
535,38,1987,Graduation,Divorced,81361,0,0,25-02-2014,18,778.00,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,3,11,0
538,36,1989,Graduation,Single,46107,1,0,10-02-2014,78,125.00,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,3,11,0
544,71,1954,Graduation,Married,62820,0,0,11-05-2013,51,976.00,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,3,11,0
550,73,1952,Graduation,Divorced,62335,0,1,23-05-2013,87,708.00,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,3,11,0
564,44,1981,PhD,Together,56937,1,0,04-08-2012,81,906.00,746,8,125,11,8,8,7,8,6,9,6,1,0,1,0,0,0,0,3,11,1
569,34,1991,Graduation,Single,90273,0,0,14-12-2013,32,"1,991.00",704,129,853,120,74,111,1,5,6,7,2,3,0,1,1,1,0,0,3,11,1
574,61,1964,Graduation,Married,42523,0,0,23-04-2014,96,125.00,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,3,11,0
577,49,1976,2n Cycle,Together,26907,1,1,20-08-2013,10,22.00,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,3,11,0
590,55,1970,Master,Divorced,78579,0,0,22-12-2012,35,"1,812.00",816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,0,3,11,1
591,68,1957,Graduation,Widow,66033,0,1,20-01-2013,76,677.00,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,0,3,11,0
606,58,1967,Graduation,Single,25930,1,1,10-10-2013,87,15.00,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,3,11,0
607,70,1955,2n Cycle,Divorced,41769,0,1,13-02-2013,31,521.00,302,29,131,32,0,27,6,8,1,7,8,0,0,0,0,0,0,0,3,11,0
610,72,1953,PhD,Together,53593,1,1,07-08-2012,60,480.00,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,3,11,0
615,65,1960,Graduation,Together,30507,0,0,11-03-2013,29,343.00,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,3,11,0
618,48,1977,PhD,Married,69389,0,1,28-09-2012,17,797.00,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,3,11,0
624,41,1984,Master,Single,18890,0,0,10-11-2012,5,35.00,6,4,1,7,2,15,1,0,1,2,6,1,1,0,0,0,0,0,3,11,1
626,74,1951,Graduation,Married,32871,1,1,09-03-2013,28,43.00,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,3,11,0
635,59,1966,Master,Married,57183,1,1,19-03-2013,51,610.00,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,3,11,0
640,74,1951,Graduation,Married,57304,0,1,11-03-2013,61,"1,026.00",356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,3,11,0
641,58,1967,Graduation,Single,52074,0,1,04-04-2014,77,119.00,59,0,12,0,0,48,1,2,2,2,4,1,1,0,0,0,0,0,3,11,0
642,45,1980,Basic,Married,16005,1,0,14-08-2012,69,103.00,1,3,2,20,30,47,3,2,1,2,8,0,0,0,0,0,0,0,3,11,0
663,36,1989,PhD,Single,33996,0,0,11-09-2013,46,71.00,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,3,11,0
675,52,1973,Master,Divorced,52034,1,1,17-05-2013,67,332.00,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,3,11,0
679,68,1957,PhD,Married,37633,1,1,20-09-2012,49,38.00,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,3,11,0
692,71,1954,Graduation,Together,36807,1,1,20-12-2012,88,16.00,4,2,5,0,0,5,1,1,0,2,6,0,0,0,0,0,0,0,3,11,0
697,56,1969,Graduation,Together,74918,0,0,12-03-2013,78,"2,047.00",972,59,913,25,19,59,1,5,9,6,3,1,0,0,1,0,0,0,3,11,0
701,54,1971,Graduation,Married,73691,0,1,06-11-2013,58,"1,179.00",707,21,250,85,43,73,2,6,2,8,2,1,1,0,0,0,0,0,3,11,0
702,50,1975,2n Cycle,Widow,47682,0,1,15-02-2013,80,521.00,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,3,11,0
709,73,1952,Graduation,Divorced,51537,0,1,09-12-2012,27,"1,103.00",787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,3,11,0
713,48,1977,Master,Married,50353,0,0,08-06-2014,72,442.00,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,3,11,0
716,76,1949,PhD,Together,67911,0,1,22-05-2014,63,976.00,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,3,11,0
736,42,1983,Graduation,Together,28427,1,0,21-03-2013,67,52.00,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,3,11,0
737,76,1949,PhD,Married,80360,0,0,03-03-2013,56,"2,231.00",1493,86,454,112,43,43,2,4,4,5,2,3,0,1,1,1,0,0,3,11,0
738,44,1981,2n Cycle,Single,42395,1,1,04-04-2014,35,182.00,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,3,11,0
749,44,1981,Graduation,Together,42162,1,0,19-11-2013,31,145.00,46,7,59,2,4,27,2,3,1,3,6,1,1,0,0,0,0,0,3,11,1
760,50,1975,PhD,Divorced,60554,1,0,09-08-2013,8,811.00,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,3,11,0
762,44,1981,2n Cycle,Together,75774,1,0,02-05-2014,27,823.00,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,3,11,0
771,58,1967,Graduation,Together,54178,0,1,21-01-2014,79,194.00,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,3,11,0
773,54,1971,Master,Divorced,42835,1,1,30-06-2013,64,595.00,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,3,11,0
793,52,1973,Graduation,Married,20895,1,0,06-10-2012,24,45.00,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,3,11,0
796,60,1965,2n Cycle,Divorced,60161,0,1,23-10-2012,17,"1,071.00",584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,3,11,0
798,38,1987,Graduation,Single,23442,1,0,24-12-2012,71,27.00,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,3,11,0
800,65,1960,Graduation,Together,44512,1,1,30-08-2013,57,32.00,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,3,11,0
803,57,1968,Graduation,Together,40521,1,1,05-04-2013,82,21.00,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,3,11,0
807,56,1969,Master,Together,44602,1,1,15-02-2014,35,292.00,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,3,11,0
810,50,1975,Graduation,Married,74190,0,1,12-05-2014,49,641.00,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,3,11,0
819,80,1945,Graduation,Widow,63285,0,0,05-11-2013,84,"1,103.00",508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,3,11,0
821,33,1992,Master,Single,92859,0,0,19-10-2012,46,"2,077.00",962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,3,11,0
830,38,1987,PhD,Single,74004,0,0,24-02-2014,5,"1,658.00",784,48,560,42,176,48,1,4,6,4,3,2,0,0,1,1,0,0,3,11,1
832,59,1966,PhD,Together,65814,0,1,02-03-2014,90,747.00,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,3,11,0
833,70,1955,Master,Married,38452,1,1,30-03-2014,62,72.00,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,3,11,0
837,48,1977,Graduation,Married,54809,1,1,11-09-2013,0,174.00,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,3,11,0
839,50,1975,PhD,Married,45503,1,0,25-09-2013,54,170.00,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,3,11,0
843,54,1971,Graduation,Married,64722,1,0,26-05-2014,47,805.00,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,3,11,0
849,72,1953,Master,Together,56129,0,1,20-06-2013,65,660.00,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,3,11,0
850,57,1968,Graduation,Single,70566,0,1,06-10-2013,4,757.00,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,3,11,0
851,53,1972,Master,Married,57136,1,1,09-07-2013,48,642.00,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0,3,11,0
868,59,1966,Graduation,Married,44794,0,1,08-06-2014,99,65.00,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,3,11,0
873,76,1949,Master,Married,62845,1,1,01-10-2012,3,"1,178.00",1099,0,45,0,0,34,11,3,4,10,8,1,0,1,0,0,0,0,3,11,1
879,49,1976,Master,Married,49681,0,2,04-11-2013,66,458.00,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,3,11,0
880,59,1966,Basic,Together,22634,0,0,16-01-2013,47,96.00,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,3,11,0
891,74,1951,Master,Together,29298,1,1,07-09-2013,60,11.00,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,3,11,0
895,77,1948,PhD,Married,61467,0,2,09-12-2012,69,594.00,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,3,11,0
898,39,1986,Graduation,Married,23477,1,0,21-10-2013,39,147.00,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,3,11,0
902,45,1980,Graduation,Together,62994,1,0,04-03-2014,74,312.00,224,12,48,4,12,12,1,6,2,4,6,0,0,0,0,0,0,0,3,11,0
905,39,1986,Graduation,Divorced,21846,1,0,22-10-2013,38,84.00,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,3,11,0
907,50,1975,Graduation,Married,46149,0,1,29-11-2013,36,362.00,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,3,11,0
916,53,1972,PhD,Single,41644,1,1,09-05-2014,67,31.00,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,3,11,0
922,46,1979,2n Cycle,Married,31086,1,1,04-05-2013,79,48.00,16,2,11,3,0,16,2,1,1,2,8,1,1,0,0,0,0,0,3,11,0
